Time,Step DIR,Step Goal,Curent Step,CL input,Temprature,A4,A5,AD12
0.0,0,0,0,5,45,238,13,4095
0.05000638961791992,1,2000,5,5,46,237,11,2763
0.10000777244567871,1,2000,10,5,45,238,12,2636
0.1500108242034912,1,2000,15,5,46,238,13,1789
0.20000743865966797,1,2000,20,5,45,239,14,2149
0.25000977516174316,1,2000,25,5,45,237,12,2745
0.3000061511993408,1,2000,30,5,46,237,15,2941
0.3500082492828369,1,2000,35,5,45,237,15,2095
0.4000077247619629,1,2000,40,5,45,238,11,3468
0.4500107765197754,1,2000,45,5,45,236,15,1559
0.5000066757202148,1,2000,50,5,45,238,13,3463
0.5500085353851318,1,2000,55,5,45,236,12,3584
0.6000056266784668,1,2000,60,5,45,238,12,2662
0.6500096321105957,1,2000,65,5,46,237,15,2096
0.7000060081481934,1,2000,70,5,46,238,13,605
0.7500052452087402,1,2000,75,5,45,237,16,4095
0.8000049591064453,1,2000,80,5,46,239,10,2752
0.8500099182128906,1,2000,85,5,45,237,11,3956
0.9000093936920166,1,2000,90,5,46,240,15,4095
0.9500102996826172,1,2000,95,5,45,235,9,2345
1.0000064373016357,1,2000,100,5,46,238,22,819
1.0500104427337646,1,2000,105,5,45,240,11,4095
1.1000068187713623,1,2000,110,5,46,241,11,1463
1.1500051021575928,1,2000,115,5,45,242,14,1519
1.2000083923339844,1,2000,120,5,45,240,8,2146
1.2500090599060059,1,2000,125,5,45,243,11,4095
1.3000106811523438,1,2000,130,5,46,242,17,1496
1.3500087261199951,1,2000,135,5,45,246,12,4095
1.400007963180542,1,2000,140,5,46,243,14,4095
1.4500048160552979,1,2000,145,5,46,245,13,4095
1.5000083446502686,1,2000,150,5,45,245,10,1788
1.550008773803711,1,2000,155,5,46,247,15,4095
1.6000101566314697,1,2000,160,5,46,249,11,948
1.6500089168548584,1,2000,165,5,46,248,15,1607
1.7000045776367188,1,2000,170,5,46,251,13,2857
1.750009536743164,1,2000,175,5,45,250,12,1605
1.80000638961792,1,2000,180,5,45,257,15,4095
1.8500044345855713,1,2000,185,5,45,255,13,2050
1.9000113010406494,1,2000,190,5,45,257,8,1671
1.9500057697296143,1,2000,195,5,46,259,14,4095
2.0000076293945312,1,2000,200,5,46,257,11,2335
2.0500080585479736,1,2000,205,5,46,261,8,4095
2.1000092029571533,1,2000,210,5,46,263,14,1965
2.150010824203491,1,2000,215,5,46,267,11,2183
2.2000064849853516,1,2000,220,5,45,265,14,3211
2.2500076293945312,1,2000,225,5,45,270,12,1929
2.300006628036499,1,2000,230,5,45,268,8,4095
2.3500096797943115,1,2000,235,5,45,274,10,3217
2.4000096321105957,1,2000,240,5,46,272,14,1378
2.450005531311035,1,2000,245,5,46,276,15,339
2.5000102519989014,1,2000,250,5,46,277,17,4095
2.5500082969665527,1,2000,255,5,46,280,15,2074
2.600008487701416,1,2000,260,5,46,282,10,3586
2.6500089168548584,1,2000,265,5,46,279,16,1523
2.7000067234039307,1,2000,270,5,46,284,9,2883
2.750009775161743,1,2000,275,5,46,285,12,2888
2.8000104427337646,1,2000,280,5,45,288,15,2070
2.8500077724456787,1,2000,285,5,46,288,12,2852
2.900010585784912,1,2000,290,5,45,293,13,2184
2.9500064849853516,1,2000,295,5,46,294,10,1915
3.0000081062316895,1,2000,300,5,46,297,14,3786
3.0500078201293945,1,2000,305,5,46,298,13,2240
3.100010395050049,1,2000,310,5,46,302,15,2467
3.150010347366333,1,2000,315,5,45,303,12,2811
3.200004816055298,1,2000,320,5,46,303,13,3012
3.250007390975952,1,2000,325,5,46,308,14,3029
3.3000097274780273,1,2000,330,5,45,308,14,3078
3.3500068187713623,1,2000,335,5,46,314,11,2910
3.400007963180542,1,2000,340,5,46,313,12,3524
3.4500086307525635,1,2000,345,5,45,319,14,2854
3.5000088214874268,1,2000,350,5,47,318,14,2709
3.550004720687866,1,2000,355,5,46,326,13,2371
3.6000101566314697,1,2000,360,5,46,325,12,3255
3.6500086784362793,1,2000,365,5,46,333,14,2868
3.7000086307525635,1,2000,370,5,46,333,12,2958
3.750004768371582,1,2000,375,5,46,335,13,1692
3.8000075817108154,1,2000,380,5,45,337,12,2200
3.850010633468628,1,2000,385,5,46,338,12,3011
3.90000581741333,1,2000,390,5,46,342,12,2589
3.9500069618225098,1,2000,395,5,46,342,11,2374
4.0000081062316895,1,2000,400,5,46,347,13,2781
4.0500054359436035,1,2000,405,5,46,350,12,2717
4.100005626678467,1,2000,410,5,46,354,14,2686
4.150005102157593,1,2000,415,5,46,355,13,2822
4.200010538101196,1,2000,420,5,46,361,13,2842
4.250010013580322,1,2000,425,5,45,362,12,2194
4.300005674362183,1,2000,430,5,45,366,13,2074
4.350004434585571,1,2000,435,5,46,366,12,2261
4.400006055831909,1,2000,440,5,46,367,14,2755
4.450005531311035,1,2000,445,5,45,372,12,2711
4.500008821487427,1,2000,450,5,46,373,13,2791
4.550005197525024,1,2000,455,5,46,377,11,2922
4.600010871887207,1,2000,460,5,46,380,14,2939
4.650007486343384,1,2000,465,5,46,384,12,2334
4.700008869171143,1,2000,470,5,46,384,13,3561
4.75001072883606,1,2000,475,5,45,389,13,2917
4.800005674362183,1,2000,480,5,46,389,13,2670
4.850008249282837,1,2000,485,5,46,396,14,2799
4.900007247924805,1,2000,490,5,46,397,11,2830
4.9500086307525635,1,2000,495,5,46,395,13,2964
5.000009775161743,1,2000,500,5,45,404,13,2153
5.050004482269287,1,2000,505,5,46,403,11,2453
5.1000075340271,1,2000,510,5,46,410,11,2856
5.150005102157593,1,2000,515,5,46,410,12,2416
